"Time","Membrane(mV)","Membrane(mV)10","Membrane(mV)25"
864.51,-80.68,-79.97,-78.73
865.01,-80.68,-79.97,-78.73
865.51,-80.68,-79.97,-78.73
866.01,-80.68,-79.98,-78.73
866.51,-80.68,-79.98,-78.73
867.01,-80.68,-79.98,-78.73
867.51,-80.68,-79.98,-78.73
868.01,-80.68,-79.98,-78.73
868.51,-80.68,-79.98,-78.73
869.01,-80.68,-79.98,-78.73
869.51,-80.68,-79.98,-78.73
870.01,-80.69,-79.98,-78.73
870.51,-80.69,-79.98,-78.73
871.01,-80.69,-79.98,-78.73
871.51,-80.69,-79.98,-78.73
872.01,-80.69,-79.98,-78.73
872.51,-80.69,-79.98,-78.73
873.01,-80.69,-79.98,-78.73
873.51,-80.69,-79.98,-78.73
874.01,-80.69,-79.98,-78.73
874.51,-80.69,-79.98,-78.73
875.01,-80.69,-79.98,-78.73
875.51,-80.69,-79.98,-78.73
876.01,-80.7,-79.98,-78.73
876.51,-80.7,-79.98,-78.73
877.01,-80.7,-79.98,-78.73
877.51,-80.7,-79.98,-78.73
878.01,-80.7,-79.99,-78.73
878.51,-80.7,-79.99,-78.73
879.01,-80.7,-79.99,-78.73
879.51,-80.7,-79.99,-78.73
880.01,-80.7,-79.99,-78.73
880.51,-80.7,-79.99,-78.73
881.01,-80.7,-79.99,-78.73
881.51,-80.7,-79.99,-78.73
882.01,-80.71,-79.99,-78.73
882.51,-80.71,-79.99,-78.73
883.01,-80.71,-79.99,-78.74
883.51,-80.71,-79.99,-78.74
884.01,-80.71,-79.99,-78.74
884.51,-80.71,-79.99,-78.74
885.01,-80.71,-79.99,-78.74
885.51,-80.71,-79.99,-78.74
886.01,-80.71,-79.99,-78.74
886.51,-80.71,-79.99,-78.74
887.01,-80.71,-79.99,-78.74
887.51,-80.71,-79.99,-78.74
888.01,-80.72,-79.99,-78.74
888.51,-80.72,-79.99,-78.74
889.01,-80.72,-79.99,-78.74
889.51,-80.72,-79.99,-78.74
890.01,-80.72,-79.99,-78.74
890.51,-80.72,-80,-78.74
891.01,-80.72,-80,-78.74
891.51,-80.72,-80,-78.74
892.01,-80.72,-80,-78.74
892.51,-80.72,-80,-78.74
893.01,-80.72,-80,-78.74
893.51,-80.72,-80,-78.74
894.01,-80.73,-80,-78.74
894.51,-80.73,-80,-78.74
895.01,-80.73,-80,-78.74
895.51,-80.73,-80,-78.74
896.01,-80.73,-80,-78.74
896.51,-80.73,-80,-78.74
897.01,-80.73,-80,-78.74
897.51,-80.73,-80,-78.74
898.01,-80.73,-80,-78.74
898.51,-80.73,-80,-78.74
899.01,-80.73,-80,-78.74
899.51,-80.73,-80,-78.74
900.01,-80.73,-80,-78.74
900.51,-80.74,-80,-78.74
901.01,-80.74,-80,-78.74
901.51,-80.74,-80,-78.74
902.01,-80.74,-80,-78.74
902.51,-80.74,-80,-78.75
903.01,-80.74,-80,-78.75
903.51,-80.74,-80,-78.75
904.01,-80.74,-80.01,-78.75
904.51,-80.74,-80.01,-78.75
905.01,-80.74,-80.01,-78.75
905.51,-80.74,-80.01,-78.75
906.01,-80.74,-80.01,-78.75
906.51,-80.74,-80.01,-78.75
907.01,-80.75,-80.01,-78.75
907.51,-80.75,-80.01,-78.75
908.01,-80.75,-80.01,-78.75
908.51,-80.75,-80.01,-78.75
909.01,-80.75,-80.01,-78.75
909.51,-80.75,-80.01,-78.75
910.01,-80.75,-80.01,-78.75
910.51,-80.75,-80.01,-78.75
911.01,-80.75,-80.01,-78.75
911.51,-80.75,-80.01,-78.75
912.01,-80.75,-80.01,-78.75
912.51,-80.75,-80.01,-78.75
913.01,-80.75,-80.01,-78.75
913.51,-80.76,-80.01,-78.75
914.01,-80.76,-80.01,-78.75
914.51,-80.76,-80.01,-78.75
915.01,-80.76,-80.01,-78.75
915.51,-80.76,-80.01,-78.75
916.01,-80.76,-80.01,-78.75
916.51,-80.76,-80.01,-78.75
917.01,-80.76,-80.01,-78.75
917.51,-80.76,-80.02,-78.75
918.01,-80.76,-80.02,-78.75
918.51,-80.76,-80.02,-78.75
919.01,-80.76,-80.02,-78.75
919.51,-80.76,-80.02,-78.75
920.01,-80.76,-80.02,-78.75
920.51,-80.77,-80.02,-78.75
921.01,-80.77,-80.02,-78.75
921.51,-80.77,-80.02,-78.75
922.01,-80.77,-80.02,-78.75
922.51,-80.77,-80.02,-78.75
923.01,-80.77,-80.02,-78.75
923.51,-80.77,-80.02,-78.75
924.01,-80.77,-80.02,-78.76
924.51,-80.77,-80.02,-78.76
925.01,-80.77,-80.02,-78.76
925.51,-80.77,-80.02,-78.76
926.01,-80.77,-80.02,-78.76
926.51,-80.77,-80.02,-78.76
927.01,-80.77,-80.02,-78.76
927.51,-80.78,-80.02,-78.76
928.01,-80.78,-80.02,-78.76
928.51,-80.78,-80.02,-78.76
929.01,-80.78,-80.02,-78.76
929.51,-80.78,-80.02,-78.76
930.01,-80.78,-80.02,-78.76
930.51,-80.78,-80.02,-78.76
931.01,-80.78,-80.02,-78.76
931.51,-80.78,-80.02,-78.76
932.01,-80.78,-80.03,-78.76
932.51,-80.78,-80.03,-78.76
933.01,-80.78,-80.03,-78.76
933.51,-80.78,-80.03,-78.76
934.01,-80.78,-80.03,-78.76
934.51,-80.79,-80.03,-78.76
935.01,-80.79,-80.03,-78.76
935.51,-80.79,-80.03,-78.76
936.01,-80.79,-80.03,-78.76
936.51,-80.79,-80.03,-78.76
937.01,-80.79,-80.03,-78.76
937.51,-80.79,-80.03,-78.76
938.01,-80.79,-80.03,-78.76
938.51,-80.79,-80.03,-78.76
939.01,-80.79,-80.03,-78.76
939.51,-80.79,-80.03,-78.76
940.01,-80.79,-80.03,-78.76
940.51,-80.79,-80.03,-78.76
941.01,-80.79,-80.03,-78.76
941.51,-80.79,-80.03,-78.76
942.01,-80.8,-80.03,-78.76
942.51,-80.8,-80.03,-78.76
943.01,-80.8,-80.03,-78.76
943.51,-80.8,-80.03,-78.76
944.01,-80.8,-80.03,-78.76
944.51,-80.8,-80.03,-78.76
945.01,-80.8,-80.03,-78.76
945.51,-80.8,-80.03,-78.76
946.01,-80.8,-80.03,-78.76
946.51,-80.8,-80.03,-78.76
947.01,-80.8,-80.03,-78.77
947.51,-80.8,-80.04,-78.77
948.01,-80.8,-80.04,-78.77
948.51,-80.8,-80.04,-78.77
949.01,-80.8,-80.04,-78.77
949.51,-80.81,-80.04,-78.77
950.01,-80.81,-80.04,-78.77
950.51,-80.81,-80.04,-78.77
951.01,-80.81,-80.04,-78.77
951.51,-80.81,-80.04,-78.77
952.01,-80.81,-80.04,-78.77
952.51,-80.81,-80.04,-78.77
953.01,-80.81,-80.04,-78.77
953.51,-80.81,-80.04,-78.77
954.01,-80.81,-80.04,-78.77
954.51,-80.81,-80.04,-78.77
955.01,-80.81,-80.04,-78.77
955.51,-80.81,-80.04,-78.77
956.01,-80.81,-80.04,-78.77
956.51,-80.81,-80.04,-78.77
957.01,-80.81,-80.04,-78.77
957.51,-80.82,-80.04,-78.77
958.01,-80.82,-80.04,-78.77
958.51,-80.82,-80.04,-78.77
959.01,-80.82,-80.04,-78.77
959.51,-80.82,-80.04,-78.77
960.01,-80.82,-80.04,-78.77
960.51,-80.82,-80.04,-78.77
961.01,-80.82,-80.04,-78.77
961.51,-80.82,-80.04,-78.77
962.01,-80.82,-80.04,-78.77
962.51,-80.82,-80.04,-78.77
963.01,-80.82,-80.04,-78.77
963.51,-80.82,-80.05,-78.77
964.01,-80.82,-80.05,-78.77
964.51,-80.82,-80.05,-78.77
965.01,-80.82,-80.05,-78.77
965.51,-80.83,-80.05,-78.77
966.01,-80.83,-80.05,-78.77
966.51,-80.83,-80.05,-78.77
967.01,-80.83,-80.05,-78.77
967.51,-80.83,-80.05,-78.77
968.01,-80.83,-80.05,-78.77
968.51,-80.83,-80.05,-78.77
969.01,-80.83,-80.05,-78.77
969.51,-80.83,-80.05,-78.77
970.01,-80.83,-80.05,-78.77
970.51,-80.83,-80.05,-78.77
971.01,-80.83,-80.05,-78.77
971.51,-80.83,-80.05,-78.77
972.01,-80.83,-80.05,-78.78
972.51,-80.83,-80.05,-78.78
973.01,-80.83,-80.05,-78.78
973.51,-80.84,-80.05,-78.78
974.01,-80.84,-80.05,-78.78
974.51,-80.84,-80.05,-78.78
975.01,-80.84,-80.05,-78.78
975.51,-80.84,-80.05,-78.78
976.01,-80.84,-80.05,-78.78
976.51,-80.84,-80.05,-78.78
977.01,-80.84,-80.05,-78.78
977.51,-80.84,-80.05,-78.78
978.01,-80.84,-80.05,-78.78
978.51,-80.84,-80.05,-78.78
979.01,-80.84,-80.05,-78.78
979.51,-80.84,-80.05,-78.78
980.01,-80.84,-80.05,-78.78
980.51,-80.84,-80.06,-78.78
981.01,-80.84,-80.06,-78.78
981.51,-80.84,-80.06,-78.78
982.01,-80.85,-80.06,-78.78
982.51,-80.85,-80.06,-78.78
983.01,-80.85,-80.06,-78.78
983.51,-80.85,-80.06,-78.78
984.01,-80.85,-80.06,-78.78
984.51,-80.85,-80.06,-78.78
985.01,-80.85,-80.06,-78.78
985.51,-80.85,-80.06,-78.78
986.01,-80.85,-80.06,-78.78
986.51,-80.85,-80.06,-78.78
987.01,-80.85,-80.06,-78.78
987.51,-80.85,-80.06,-78.78
988.01,-80.85,-80.06,-78.78
988.51,-80.85,-80.06,-78.78
989.01,-80.85,-80.06,-78.78
989.51,-80.85,-80.06,-78.78
990.01,-80.85,-80.06,-78.78
990.51,-80.85,-80.06,-78.78
991.01,-80.86,-80.06,-78.78
991.51,-80.86,-80.06,-78.78
992.01,-80.86,-80.06,-78.78
992.51,-80.86,-80.06,-78.78
993.01,-80.86,-80.06,-78.78
993.51,-80.86,-80.06,-78.78
994.01,-80.86,-80.06,-78.78
994.51,-80.86,-80.06,-78.78
995.01,-80.86,-80.06,-78.78
995.51,-80.86,-80.06,-78.78
996.01,-80.86,-80.06,-78.78
996.51,-80.86,-80.06,-78.78
997.01,-80.86,-80.06,-78.78
997.51,-80.86,-80.06,-78.78
998.01,-80.86,-80.06,-78.78
998.51,-80.86,-80.07,-78.78
999.01,-80.86,-80.07,-78.79
999.51,-80.86,-80.07,-78.79
1000.01,-80.87,-80.07,-78.79
