# VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38
478.005,-31.66988887,478.005,-25.71710154,478.005,-19.76435509,478.005,-13.81154972,478.005,-7.858318031,478.005,-1.903576168,478.005,4.05552943,478.005,10.02593033,478.005,16.02330117,478.005,22.08050243,478.005,28.26045678,478.005,34.67052845,478.005,41.46994651,478.005,48.87008864,478.005,57.17554672,478.005,66.91210662,478.005,78.80528806,478.005,93.27366094,478.005,109.939574
478.505,-31.66988861,478.505,-25.71710121,478.505,-19.76435474,478.505,-13.81154944,478.505,-7.858317951,478.505,-1.903576153,478.505,4.055530959,478.505,10.02594022,478.505,16.02334224,478.505,22.0806399,478.505,28.26085497,478.505,34.67155211,478.505,41.4722988,478.505,48.8749366,478.505,57.18460953,478.505,66.92775911,478.505,78.83035668,478.505,93.310207,478.505,109.987376
479.005,-31.66988836,479.005,-25.71710089,479.005,-19.76435439,479.005,-13.81154916,479.005,-7.858317872,479.005,-1.903576138,479.005,4.055532482,479.005,10.02595008,479.005,16.02338323,479.005,22.08077713,479.005,28.26125262,479.005,34.67257475,479.005,41.47464956,479.005,48.87978275,479.005,57.19367054,479.005,66.94340919,479.005,78.85541901,479.005,93.34673569,479.005,110.0351399
479.505,-31.6698881,479.505,-25.71710057,479.505,-19.76435404,479.505,-13.81154888,479.505,-7.858317793,479.505,-1.903576123,479.505,4.055534001,479.505,10.02595992,479.505,16.02342412,479.505,22.08091411,479.505,28.26164972,479.505,34.67359639,479.505,41.47699881,479.505,48.88462709,479.505,57.20272973,479.505,66.95905683,479.505,78.88047501,479.505,93.38324695,479.505,110.0828657
480.005,-31.66988784,480.005,-25.71710025,480.005,-19.76435369,480.005,-13.81154861,480.005,-7.858317714,480.005,-1.903576107,480.005,4.055535516,480.005,10.02596973,480.005,16.02346492,480.005,22.08105085,480.005,28.26204628,480.005,34.67461702,480.005,41.47934653,480.005,48.88946961,480.005,57.2117871,480.005,66.97470201,480.005,78.90552466,480.005,93.41974074,480.005,110.1305533
480.505,-31.66988759,480.505,-25.71709993,480.505,-19.76435335,480.505,-13.81154834,480.505,-7.858317635,480.505,-1.903576093,480.505,4.055537025,480.505,10.02597951,480.505,16.02350563,480.505,22.08118735,480.505,28.26244229,480.505,34.67563663,480.505,41.48169272,480.505,48.89431031,480.505,57.22084263,480.505,66.99034471,480.505,78.9305679,480.505,93.456217,480.505,110.1782027
481.005,-31.66988734,481.005,-25.71709961,481.005,-19.764353,481.005,-13.81154806,481.005,-7.858317557,481.005,-1.903576077,481.005,4.055538531,481.005,10.02598927,481.005,16.02354625,481.005,22.0813236,481.005,28.26283776,481.005,34.67665524,481.005,41.48403739,481.005,48.89914918,481.005,57.22989631,481.005,67.00598491,481.005,78.9556047,481.005,93.49267569,481.005,110.2258138
481.505,-31.66988709,481.505,-25.7170993,481.505,-19.76435266,481.505,-13.81154779,481.505,-7.858317479,481.505,-1.903576063,481.505,4.055540031,481.505,10.02599901,481.505,16.02358679,481.505,22.08145962,481.505,28.26323269,481.505,34.67767283,481.505,41.48638053,481.505,48.90398621,481.505,57.23894812,481.505,67.02162257,481.505,78.98063504,481.505,93.52911677,481.505,110.2733866
482.005,-31.66988684,482.005,-25.71709898,482.005,-19.76435232,482.005,-13.81154752,482.005,-7.858317402,482.005,-1.903576048,482.005,4.055541527,482.005,10.02600872,482.005,16.02362723,482.005,22.08159538,482.005,28.26362707,482.005,34.67868942,482.005,41.48872214,482.005,48.9088214,482.005,57.24799805,482.005,67.03725768,482.005,79.00565886,482.005,93.56554019,482.005,110.3209211
482.505,-31.66988659,482.505,-25.71709867,482.505,-19.76435199,482.505,-13.81154725,482.505,-7.858317324,482.505,-1.903576033,482.505,4.055543018,482.505,10.0260184,482.505,16.02366759,482.505,22.08173091,482.505,28.26402091,482.505,34.67970499,482.505,41.49106221,482.505,48.91365474,482.505,57.25704609,482.505,67.05289022,482.505,79.03067614,482.505,93.60194589,482.505,110.3684172
483.005,-31.66988635,483.005,-25.71709836,483.005,-19.76435165,483.005,-13.81154698,483.005,-7.858317247,483.005,-1.903576018,483.005,4.055544505,483.005,10.02602806,483.005,16.02370785,483.005,22.0818662,483.005,28.26441421,483.005,34.68071955,483.005,41.49340075,483.005,48.91848622,483.005,57.26609222,483.005,67.06852015,483.005,79.05568683,483.005,93.63833384,483.005,110.415875
483.505,-31.6698861,483.505,-25.71709805,483.505,-19.76435131,483.505,-13.81154672,483.505,-7.858317171,483.505,-1.903576003,483.505,4.055545987,483.505,10.02603769,483.505,16.02374803,483.505,22.08200124,483.505,28.26480696,483.505,34.6817331,483.505,41.49573775,483.505,48.92331584,483.505,57.27513644,483.505,67.08414747,483.505,79.0806909,483.505,93.67470398,483.505,110.4632942
484.005,-31.66988586,484.005,-25.71709774,484.005,-19.76435098,484.005,-13.81154645,484.005,-7.858317094,484.005,-1.903575989,484.005,4.055547465,484.005,10.02604729,484.005,16.02378812,484.005,22.08213604,484.005,28.26519917,484.005,34.68274564,484.005,41.49807321,484.005,48.9281436,484.005,57.28417872,484.005,67.09977213,484.005,79.10568832,484.005,93.71105628,484.005,110.510675
484.505,-31.66988562,484.505,-25.71709744,484.505,-19.76435065,484.505,-13.81154619,484.505,-7.858317018,484.505,-1.903575974,484.505,4.055548938,484.505,10.02605688,484.505,16.02382812,484.505,22.08227061,484.505,28.26559085,484.505,34.68375716,484.505,41.50040713,484.505,48.93296948,484.505,57.29321906,484.505,67.11539413,484.505,79.13067905,484.505,93.74739068,484.505,110.5580173
485.005,-31.66988538,485.005,-25.71709713,485.005,-19.76435032,485.005,-13.81154592,485.005,-7.858316942,485.005,-1.90357596,485.005,4.055550406,485.005,10.02606643,485.005,16.02386803,485.005,22.08240493,485.005,28.26598198,485.005,34.68476767,485.005,41.5027395,485.005,48.93779348,485.005,57.30225744,485.005,67.13101344,485.005,79.15566305,485.005,93.78370714,485.005,110.6053209
485.505,-31.66988514,485.505,-25.71709683,485.505,-19.76434999,485.505,-13.81154566,485.505,-7.858316867,485.505,-1.903575945,485.505,4.055551871,485.505,10.02607596,485.505,16.02390786,485.505,22.08253901,485.505,28.26637257,485.505,34.68577717,485.505,41.50507033,485.505,48.9426156,485.505,57.31129385,485.505,67.14663003,485.505,79.18064028,485.505,93.82000561,485.505,110.652586
486.005,-31.6698849,486.005,-25.71709653,486.005,-19.76434966,486.005,-13.8115454,486.005,-7.858316792,486.005,-1.903575931,486.005,4.05555333,486.005,10.02608547,486.005,16.02394759,486.005,22.08267285,486.005,28.26676261,486.005,34.68678565,486.005,41.5073996,486.005,48.94743582,486.005,57.32032828,486.005,67.16224388,486.005,79.20561072,486.005,93.85628606,486.005,110.6998125
486.505,-31.66988466,486.505,-25.71709623,486.505,-19.76434934,486.505,-13.81154514,486.505,-7.858316717,486.505,-1.903575916,486.505,4.055554786,486.505,10.02609495,486.505,16.02398724,486.505,22.08280645,486.505,28.26715212,486.505,34.68779313,486.505,41.50972733,486.505,48.95225415,486.505,57.32936071,486.505,67.17785497,486.505,79.23057432,486.505,93.89254843,486.505,110.7470002
487.005,-31.66988443,487.005,-25.71709593,487.005,-19.76434901,487.005,-13.81154488,487.005,-7.858316642,487.005,-1.903575902,487.005,4.055556236,487.005,10.02610441,487.005,16.0240268,487.005,22.08293981,487.005,28.26754109,487.005,34.68879958,487.005,41.5120535,487.005,48.95707057,487.005,57.33839114,487.005,67.19346328,487.005,79.25553105,487.005,93.92879267,487.005,110.7941493
487.505,-31.66988419,487.505,-25.71709564,487.505,-19.76434869,487.505,-13.81154463,487.505,-7.858316568,487.505,-1.903575888,487.505,4.055557683,487.505,10.02611384,487.505,16.02406628,487.505,22.08307294,487.505,28.26792952,487.505,34.68980503,487.505,41.51437812,487.505,48.96188508,487.505,57.34741954,487.505,67.20906879,487.505,79.28048088,487.505,93.96501876,487.505,110.8412596
488.005,-31.66988396,488.005,-25.71709534,488.005,-19.76434837,488.005,-13.81154437,488.005,-7.858316494,488.005,-1.903575874,488.005,4.055559124,488.005,10.02612324,488.005,16.02410566,488.005,22.08320582,488.005,28.26831741,488.005,34.69080946,488.005,41.51670118,488.005,48.96669767,488.005,57.35644591,488.005,67.22467147,488.005,79.30542377,488.005,94.00122663,488.005,110.8883311
488.505,-31.66988373,488.505,-25.71709505,488.505,-19.76434805,488.505,-13.81154411,488.505,-7.85831642,488.505,-1.903575859,488.505,4.055560562,488.505,10.02613263,488.505,16.02414496,488.505,22.08333847,488.505,28.26870476,488.505,34.69181287,488.505,41.51902268,488.505,48.97150835,488.505,57.36547023,488.505,67.24027129,488.505,79.33035968,488.505,94.03741625,488.505,110.9353638
489.005,-31.6698835,489.005,-25.71709476,489.005,-19.76434774,489.005,-13.81154386,489.005,-7.858316346,489.005,-1.903575845,489.005,4.055561995,489.005,10.02614198,489.005,16.02418417,489.005,22.08347088,489.005,28.26909157,489.005,34.69281527,489.005,41.52134262,489.005,48.97631709,489.005,57.3744925,489.005,67.25586825,489.005,79.35528858,489.005,94.07358758,489.005,110.9823577
489.505,-31.66988327,489.505,-25.71709447,489.505,-19.76434742,489.505,-13.81154361,489.505,-7.858316273,489.505,-1.903575831,489.505,4.055563424,489.505,10.02615131,489.505,16.0242233,489.505,22.08360305,489.505,28.26947784,489.505,34.69381666,489.505,41.52366099,489.505,48.9811239,489.505,57.38351269,489.505,67.2714623,489.505,79.38021044,489.505,94.10974056,489.505,111.0293126
490.005,-31.66988305,490.005,-25.71709418,490.005,-19.76434711,490.005,-13.81154335,490.005,-7.8583162,490.005,-1.903575817,490.005,4.055564848,490.005,10.02616062,490.005,16.02426234,490.005,22.08373498,490.005,28.26986357,490.005,34.69481703,490.005,41.5259778,490.005,48.98592878,490.005,57.3925308,490.005,67.28705345,490.005,79.40512522,490.005,94.14587516,490.005,111.0762286
490.505,-31.66988282,490.505,-25.7170939,490.505,-19.76434679,490.505,-13.8115431,490.505,-7.858316127,490.505,-1.903575803,490.505,4.055566268,490.505,10.0261699,490.505,16.02430129,490.505,22.08386667,490.505,28.27024877,490.505,34.69581638,490.505,41.52829305,490.505,48.9907317,490.505,57.40154682,490.505,67.30264165,490.505,79.43003288,490.505,94.18199133,490.505,111.1231057
491.005,-31.6698826,491.005,-25.71709361,491.005,-19.76434648,491.005,-13.81154285,491.005,-7.858316055,491.005,-1.903575789,491.005,4.055567683,491.005,10.02617916,491.005,16.02434016,491.005,22.08399813,491.005,28.27063343,491.005,34.69681472,491.005,41.53060672,491.005,48.99553268,491.005,57.41056072,491.005,67.31822689,491.005,79.45493339,491.005,94.21808904,491.005,111.1699438
491.505,-31.66988237,491.505,-25.71709333,491.505,-19.76434617,491.505,-13.81154261,491.505,-7.858315983,491.505,-1.903575775,491.505,4.055569094,491.505,10.0261884,491.505,16.02437894,491.505,22.08412936,491.505,28.27101755,491.505,34.69781205,491.505,41.53291882,491.505,49.00033169,491.505,57.41957251,491.505,67.33380914,491.505,79.47982673,491.505,94.25416823,491.505,111.2167428
492.005,-31.66988215,492.005,-25.71709304,492.005,-19.76434586,492.005,-13.81154236,492.005,-7.858315912,492.005,-1.903575761,492.005,4.055570501,492.005,10.02619761,492.005,16.02441763,492.005,22.08426034,492.005,28.27140113,492.005,34.69880836,492.005,41.53522935,492.005,49.00512875,492.005,57.42858216,492.005,67.34938839,492.005,79.50471284,492.005,94.29022886,492.005,111.2635028
492.505,-31.66988193,492.505,-25.71709276,492.505,-19.76434556,492.505,-13.81154211,492.505,-7.85831584,492.505,-1.903575748,492.505,4.055571904,492.505,10.02620679,492.505,16.02445624,492.505,22.08439109,492.505,28.27178418,492.505,34.69980365,492.505,41.53753831,492.505,49.00992383,492.505,57.43758967,492.505,67.36496462,492.505,79.52959171,492.505,94.3262709,492.505,111.3102237
493.005,-31.66988171,493.005,-25.71709248,493.005,-19.76434525,493.005,-13.81154187,493.005,-7.858315769,493.005,-1.903575734,493.005,4.055573302,493.005,10.02621595,493.005,16.02449476,493.005,22.08452161,493.005,28.27216669,493.005,34.70079793,493.005,41.53984569,493.005,49.01471694,493.005,57.44659502,493.005,67.38053779,493.005,79.55446329,493.005,94.3622943,493.005,111.3569055
493.505,-31.66988149,493.505,-25.71709221,493.505,-19.76434495,493.505,-13.81154162,493.505,-7.858315698,493.505,-1.90357572,493.505,4.055574696,493.505,10.02622509,493.505,16.0245332,493.505,22.08465188,493.505,28.27254867,493.505,34.70179119,493.505,41.54215149,493.505,49.01950807,493.505,57.4555982,493.505,67.3961079,493.505,79.57932755,493.505,94.39829902,493.505,111.4035481
494.005,-31.66988127,494.005,-25.71709193,494.005,-19.76434464,494.005,-13.81154138,494.005,-7.858315627,494.005,-1.903575707,494.005,4.055576085,494.005,10.0262342,494.005,16.02457155,494.005,22.08478193,494.005,28.27293011,494.005,34.70278343,494.005,41.5444557,494.005,49.02429722,494.005,57.4645992,494.005,67.41167491,494.005,79.60418447,494.005,94.43428501,494.005,111.4501515
494.505,-31.66988106,494.505,-25.71709166,494.505,-19.76434434,494.505,-13.81154114,494.505,-7.858315557,494.505,-1.903575693,494.505,4.055577471,494.505,10.02624329,494.505,16.02460982,494.505,22.08491174,494.505,28.27331102,494.505,34.70377466,494.505,41.54675834,494.505,49.02908437,494.505,57.47359801,494.505,67.42723881,494.505,79.62903399,494.505,94.47025224,494.505,111.4967157
495.005,-31.66988084,495.005,-25.71709138,495.005,-19.76434404,495.005,-13.81154089,495.005,-7.858315487,495.005,-1.90357568,495.005,4.055578852,495.005,10.02625235,495.005,16.024648,495.005,22.08504131,495.005,28.27369139,495.005,34.70476487,495.005,41.54905939,495.005,49.03386953,495.005,57.48259461,495.005,67.44279957,495.005,79.6538761,495.005,94.50620067,495.005,111.5432407
495.505,-31.66988063,495.505,-25.71709111,495.505,-19.76434374,495.505,-13.81154065,495.505,-7.858315417,495.505,-1.903575666,495.505,4.055580229,495.505,10.0262614,495.505,16.0246861,495.505,22.08517065,495.505,28.27407122,495.505,34.70575406,495.505,41.55135886,495.505,49.03865268,495.505,57.491589,495.505,67.45835717,495.505,79.67871076,495.505,94.54213025,495.505,111.5897264
496.005,-31.66988042,496.005,-25.71709084,496.005,-19.76434345,496.005,-13.81154042,496.005,-7.858315348,496.005,-1.903575652,496.005,4.055581602,496.005,10.02627041,496.005,16.02472411,496.005,22.08529976,496.005,28.27445052,496.005,34.70674224,496.005,41.55365673,496.005,49.04343383,496.005,57.50058115,496.005,67.4739116,496.005,79.70353793,496.005,94.57804094,496.005,111.6361727
496.505,-31.66988021,496.505,-25.71709057,496.505,-19.76434315,496.505,-13.81154018,496.505,-7.858315278,496.505,-1.903575639,496.505,4.05558297,496.505,10.0262794,496.505,16.02476204,496.505,22.08542863,496.505,28.27482929,496.505,34.7077294,496.505,41.55595302,496.505,49.04821296,496.505,57.50957107,496.505,67.48946283,496.505,79.72835758,496.505,94.6139327,496.505,111.6825797
497.005,-31.66988,497.005,-25.7170903,497.005,-19.76434286,497.005,-13.81153994,497.005,-7.858315209,497.005,-1.903575626,497.005,4.055584334,497.005,10.02628837,497.005,16.02479988,497.005,22.08555727,497.005,28.27520753,497.005,34.70871554,497.005,41.55824771,497.005,49.05299007,497.005,57.51855873,497.005,67.50501083,497.005,79.75316968,497.005,94.6498055,497.005,111.7289474
497.505,-31.66987979,497.505,-25.71709004,497.505,-19.76434257,497.505,-13.8115397,497.505,-7.858315141,497.505,-1.903575612,497.505,4.055585694,497.505,10.02629732,497.505,16.02483764,497.505,22.08568568,497.505,28.27558523,497.505,34.70970067,497.505,41.56054082,497.505,49.05776516,497.505,57.52754412,497.505,67.5205556,497.505,79.7779742,497.505,94.68565929,497.505,111.7752756
498.005,-31.66987958,498.005,-25.71708977,498.005,-19.76434227,498.005,-13.81153947,498.005,-7.858315072,498.005,-1.903575599,498.005,4.05558705,498.005,10.02630624,498.005,16.02487531,498.005,22.08581385,498.005,28.2759624,498.005,34.71068478,498.005,41.56283232,498.005,49.06253821,498.005,57.53652724,498.005,67.5360971,498.005,79.8027711,498.005,94.72149403,498.005,111.8215644
498.505,-31.66987938,498.505,-25.71708951,498.505,-19.76434198,498.505,-13.81153924,498.505,-7.858315004,498.505,-1.903575586,498.505,4.055588402,498.505,10.02631514,498.505,16.0249129,498.505,22.08594179,498.505,28.27633903,498.505,34.71166787,498.505,41.56512223,498.505,49.06730924,498.505,57.54550807,498.505,67.55163531,498.505,79.82756036,498.505,94.75730968,498.505,111.8678137
499.005,-31.66987917,499.005,-25.71708925,499.005,-19.7643417,499.005,-13.811539,499.005,-7.858314936,499.005,-1.903575573,499.005,4.05558975,499.005,10.02632401,499.005,16.02495041,499.005,22.0860695,499.005,28.27671514,499.005,34.71264994,499.005,41.56741054,499.005,49.07207821,499.005,57.5544866,499.005,67.56717022,499.005,79.85234193,499.005,94.7931062,499.005,111.9140236
499.505,-31.66987897,499.505,-25.71708898,499.505,-19.76434141,499.505,-13.81153877,499.505,-7.858314868,499.505,-1.90357556,499.505,4.055591093,499.505,10.02633286,499.505,16.02498784,499.505,22.08619698,499.505,28.27709071,499.505,34.713631,499.505,41.56969725,499.505,49.07684515,499.505,57.56346282,499.505,67.58270181,499.505,79.87711579,499.505,94.82888356,499.505,111.9601939
500.005,-31.66987877,500.005,-25.71708872,500.005,-19.76434112,500.005,-13.81153854,500.005,-7.858314801,500.005,-1.903575547,500.005,4.055592432,500.005,10.02634169,500.005,16.02502518,500.005,22.08632423,500.005,28.27746575,500.005,34.71461104,500.005,41.57198236,500.005,49.08161003,500.005,57.57243672,500.005,67.59823005,500.005,79.9018819,500.005,94.86464171,500.005,112.0063247
500.505,-31.66987856,500.505,-25.71708847,500.505,-19.76434084,500.505,-13.81153831,500.505,-7.858314734,500.505,-1.903575534,500.505,4.055593768,500.505,10.0263505,500.505,16.02506243,500.505,22.08645124,500.505,28.27784026,500.505,34.71559006,500.505,41.57426586,500.505,49.08637285,500.505,57.58140828,500.505,67.61375492,500.505,79.92664024,500.505,94.90038062,500.505,112.0524159
501.005,-31.66987836,501.005,-25.71708821,501.005,-19.76434056,501.005,-13.81153808,501.005,-7.858314667,501.005,-1.903575521,501.005,4.055595099,501.005,10.02635928,501.005,16.02509961,501.005,22.08657803,501.005,28.27821424,501.005,34.71656806,501.005,41.57654776,501.005,49.09113361,501.005,57.59037749,501.005,67.6292764,501.005,79.95139077,501.005,94.93610024,501.005,112.0984675
