# VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38
1692.005,-31.66984185,1692.005,-25.7170377,1692.005,-19.76428018,1692.005,-13.81148475,1692.005,-7.85829753,1692.005,-1.903571822,1692.005,4.056020612,1692.005,10.0295528,1692.005,16.04072264,1692.005,22.14924319,1692.005,28.49962789,1692.005,35.42092224,1692.005,43.58511355,1692.005,54.11627017,1692.005,68.31853762,1692.005,86.76036691,1692.005,108.1457947,1692.005,129.4551991,1692.005,148.2632561
1692.505,-31.66984185,1692.505,-25.7170377,1692.505,-19.76428018,1692.505,-13.81148475,1692.505,-7.85829753,1692.505,-1.903571822,1692.505,4.056020612,1692.505,10.02955281,1692.505,16.04072274,1692.505,22.14924402,1692.505,28.49963332,1692.505,35.42095231,1692.505,43.58525138,1692.505,54.11676673,1692.505,68.31985995,1692.505,86.76283982,1692.505,108.1489659,1692.505,129.4580311,1692.505,148.2651225
1693.005,-31.66984185,1693.005,-25.7170377,1693.005,-19.76428018,1693.005,-13.81148475,1693.005,-7.85829753,1693.005,-1.903571822,1693.005,4.056020613,1693.005,10.02955282,1693.005,16.04072285,1693.005,22.14924485,1693.005,28.49963873,1693.005,35.42098234,1693.005,43.58538903,1693.005,54.11726274,1693.005,68.32118097,1693.005,86.76531037,1693.005,108.1521337,1693.005,129.4608596,1693.005,148.2669861
1693.505,-31.66984185,1693.505,-25.7170377,1693.505,-19.76428018,1693.505,-13.81148475,1693.505,-7.85829753,1693.505,-1.903571822,1693.505,4.056020614,1693.505,10.02955283,1693.505,16.04072296,1693.505,22.14924568,1693.505,28.49964414,1693.505,35.42101233,1693.505,43.5855265,1693.505,54.1177582,1693.505,68.32250071,1693.505,86.76777857,1693.505,108.1552983,1693.505,129.4636846,1693.505,148.268847
1694.005,-31.66984185,1694.005,-25.7170377,1694.005,-19.76428018,1694.005,-13.81148475,1694.005,-7.85829753,1694.005,-1.903571822,1694.005,4.056020614,1694.005,10.02955285,1694.005,16.04072307,1694.005,22.14924651,1694.005,28.49964954,1694.005,35.42104226,1694.005,43.58566378,1694.005,54.11825311,1694.005,68.32381914,1694.005,86.77024442,1694.005,108.1584596,1694.005,129.4665062,1694.005,148.2707052
1694.505,-31.66984185,1694.505,-25.7170377,1694.505,-19.76428018,1694.505,-13.81148475,1694.505,-7.85829753,1694.505,-1.903571822,1694.505,4.056020615,1694.505,10.02955286,1694.505,16.04072317,1694.505,22.14924733,1694.505,28.49965493,1694.505,35.42107215,1694.505,43.58580089,1694.505,54.11874747,1694.505,68.32513629,1694.505,86.77270791,1694.505,108.1616176,1694.505,129.4693244,1694.505,148.2725606
1695.005,-31.66984185,1695.005,-25.7170377,1695.005,-19.76428018,1695.005,-13.81148475,1695.005,-7.85829753,1695.005,-1.903571822,1695.005,4.056020616,1695.005,10.02955287,1695.005,16.04072328,1695.005,22.14924816,1695.005,28.49966031,1695.005,35.42110199,1695.005,43.58593782,1695.005,54.11924129,1695.005,68.32645214,1695.005,86.77516906,1695.005,108.1647724,1695.005,129.4721391,1695.005,148.2744132
1695.505,-31.66984185,1695.505,-25.7170377,1695.505,-19.76428018,1695.505,-13.81148475,1695.505,-7.85829753,1695.505,-1.903571822,1695.505,4.056020617,1695.505,10.02955288,1695.505,16.04072338,1695.505,22.14924898,1695.505,28.49966568,1695.505,35.42113179,1695.505,43.58607456,1695.505,54.11973455,1695.505,68.32776671,1695.505,86.77762787,1695.505,108.1679238,1695.505,129.4749504,1695.505,148.2762632
1696.005,-31.66984185,1696.005,-25.7170377,1696.005,-19.76428018,1696.005,-13.81148475,1696.005,-7.85829753,1696.005,-1.903571822,1696.005,4.056020618,1696.005,10.02955289,1696.005,16.04072349,1696.005,22.1492498,1696.005,28.49967104,1696.005,35.42116154,1696.005,43.58621113,1696.005,54.12022726,1696.005,68.32907998,1696.005,86.78008434,1696.005,108.171072,1696.005,129.4777582,1696.005,148.2781104
1696.505,-31.66984185,1696.505,-25.7170377,1696.505,-19.76428018,1696.505,-13.81148475,1696.505,-7.85829753,1696.505,-1.903571822,1696.505,4.056020618,1696.505,10.0295529,1696.505,16.0407236,1696.505,22.14925062,1696.505,28.49967638,1696.505,35.42119124,1696.505,43.58634751,1696.505,54.12071943,1696.505,68.33039197,1696.505,86.78253846,1696.505,108.174217,1696.505,129.4805627,1696.505,148.2799548
1697.005,-31.66984185,1697.005,-25.7170377,1697.005,-19.76428018,1697.005,-13.81148475,1697.005,-7.85829753,1697.005,-1.903571822,1697.005,4.056020619,1697.005,10.02955291,1697.005,16.0407237,1697.005,22.14925143,1697.005,28.49968172,1697.005,35.42122089,1697.005,43.58648372,1697.005,54.12121106,1697.005,68.33170267,1697.005,86.78499025,1697.005,108.1773587,1697.005,129.4833637,1697.005,148.2817966
1697.505,-31.66984185,1697.505,-25.7170377,1697.505,-19.76428018,1697.505,-13.81148475,1697.505,-7.85829753,1697.505,-1.903571822,1697.505,4.056020619,1697.505,10.02955292,1697.505,16.04072381,1697.505,22.14925225,1697.505,28.49968705,1697.505,35.4212505,1697.505,43.58661975,1697.505,54.12170213,1697.505,68.33301208,1697.505,86.7874397,1697.505,108.1804971,1697.505,129.4861613,1697.505,148.2836356
1698.005,-31.66984185,1698.005,-25.7170377,1698.005,-19.76428018,1698.005,-13.81148475,1698.005,-7.85829753,1698.005,-1.903571822,1698.005,4.05602062,1698.005,10.02955293,1698.005,16.04072391,1698.005,22.14925306,1698.005,28.49969237,1698.005,35.42128006,1698.005,43.5867556,1698.005,54.12219266,1698.005,68.33432021,1698.005,86.78988681,1698.005,108.1836323,1698.005,129.4889555,1698.005,148.2854719
1698.505,-31.66984185,1698.505,-25.7170377,1698.505,-19.76428018,1698.505,-13.81148475,1698.505,-7.858297529,1698.505,-1.903571822,1698.505,4.056020621,1698.505,10.02955294,1698.505,16.04072402,1698.505,22.14925387,1698.505,28.49969768,1698.505,35.42130958,1698.505,43.58689127,1698.505,54.12268265,1698.505,68.33562706,1698.505,86.7923316,1698.505,108.1867642,1698.505,129.4917463,1698.505,148.2873056
1699.005,-31.66984185,1699.005,-25.7170377,1699.005,-19.76428018,1699.005,-13.81148475,1699.005,-7.858297529,1699.005,-1.903571822,1699.005,4.056020622,1699.005,10.02955295,1699.005,16.04072412,1699.005,22.14925468,1699.005,28.49970298,1699.005,35.42133905,1699.005,43.58702676,1699.005,54.12317209,1699.005,68.33693263,1699.005,86.79477405,1699.005,108.1898929,1699.005,129.4945336,1699.005,148.2891365
1699.505,-31.66984185,1699.505,-25.7170377,1699.505,-19.76428018,1699.505,-13.81148475,1699.505,-7.858297529,1699.505,-1.903571822,1699.505,4.056020622,1699.505,10.02955296,1699.505,16.04072422,1699.505,22.14925549,1699.505,28.49970827,1699.505,35.42136847,1699.505,43.58716207,1699.505,54.12366099,1699.505,68.33823691,1699.505,86.79721418,1699.505,108.1930183,1699.505,129.4973176,1699.505,148.2909647
1700.005,-31.66984185,1700.005,-25.7170377,1700.005,-19.76428018,1700.005,-13.81148475,1700.005,-7.858297529,1700.005,-1.903571822,1700.005,4.056020623,1700.005,10.02955297,1700.005,16.04072433,1700.005,22.14925629,1700.005,28.49971355,1700.005,35.42139785,1700.005,43.58729721,1700.005,54.12414935,1700.005,68.33953992,1700.005,86.79965198,1700.005,108.1961405,1700.005,129.5000982,1700.005,148.2927902
1700.505,-31.66984185,1700.505,-25.7170377,1700.505,-19.76428018,1700.505,-13.81148475,1700.505,-7.858297529,1700.505,-1.903571822,1700.505,4.056020623,1700.505,10.02955299,1700.505,16.04072443,1700.505,22.14925709,1700.505,28.49971882,1700.505,35.42142718,1700.505,43.58743216,1700.505,54.12463716,1700.505,68.34084165,1700.505,86.80208746,1700.505,108.1992594,1700.505,129.5028754,1700.505,148.294613
1701.005,-31.66984185,1701.005,-25.7170377,1701.005,-19.76428018,1701.005,-13.81148475,1701.005,-7.858297529,1701.005,-1.903571822,1701.005,4.056020624,1701.005,10.029553,1701.005,16.04072453,1701.005,22.1492579,1701.005,28.49972408,1701.005,35.42145646,1701.005,43.58756694,1701.005,54.12512443,1701.005,68.3421421,1701.005,86.80452061,1701.005,108.2023751,1701.005,129.5056492,1701.005,148.2964331
1701.505,-31.66984185,1701.505,-25.7170377,1701.505,-19.76428018,1701.505,-13.81148475,1701.505,-7.858297529,1701.505,-1.903571822,1701.505,4.056020625,1701.505,10.02955301,1701.505,16.04072464,1701.505,22.1492587,1701.505,28.49972933,1701.505,35.4214857,1701.505,43.58770154,1701.505,54.12561116,1701.505,68.34344127,1701.505,86.80695145,1701.505,108.2054876,1701.505,129.5084196,1701.505,148.2982505
1702.005,-31.66984185,1702.005,-25.7170377,1702.005,-19.76428018,1702.005,-13.81148475,1702.005,-7.858297529,1702.005,-1.903571822,1702.005,4.056020626,1702.005,10.02955302,1702.005,16.04072474,1702.005,22.1492595,1702.005,28.49973457,1702.005,35.42151489,1702.005,43.58783597,1702.005,54.12609735,1702.005,68.34473917,1702.005,86.80937997,1702.005,108.2085969,1702.005,129.5111866,1702.005,148.3000653
1702.505,-31.66984185,1702.505,-25.7170377,1702.505,-19.76428018,1702.505,-13.81148475,1702.505,-7.858297529,1702.505,-1.903571822,1702.505,4.056020626,1702.505,10.02955303,1702.505,16.04072484,1702.505,22.14926029,1702.505,28.4997398,1702.505,35.42154404,1702.505,43.58797022,1702.505,54.126583,1702.505,68.3460358,1702.505,86.81180618,1702.505,108.2117029,1702.505,129.5139503,1702.505,148.3018773
1703.005,-31.66984185,1703.005,-25.7170377,1703.005,-19.76428018,1703.005,-13.81148475,1703.005,-7.858297529,1703.005,-1.903571822,1703.005,4.056020627,1703.005,10.02955304,1703.005,16.04072494,1703.005,22.14926109,1703.005,28.49974502,1703.005,35.42157314,1703.005,43.58810429,1703.005,54.12706811,1703.005,68.34733115,1703.005,86.81423007,1703.005,108.2148057,1703.005,129.5167105,1703.005,148.3036867
1703.505,-31.66984185,1703.505,-25.7170377,1703.505,-19.76428018,1703.505,-13.81148475,1703.505,-7.858297529,1703.505,-1.903571822,1703.505,4.056020628,1703.505,10.02955305,1703.505,16.04072505,1703.505,22.14926188,1703.505,28.49975023,1703.505,35.42160219,1703.505,43.58823818,1703.505,54.12755269,1703.505,68.34862524,1703.505,86.81665166,1703.505,108.2179053,1703.505,129.5194675,1703.505,148.3054935
1704.005,-31.66984185,1704.005,-25.7170377,1704.005,-19.76428018,1704.005,-13.81148475,1704.005,-7.858297529,1704.005,-1.903571822,1704.005,4.056020629,1704.005,10.02955306,1704.005,16.04072515,1704.005,22.14926267,1704.005,28.49975543,1704.005,35.4216312,1704.005,43.5883719,1704.005,54.12803672,1704.005,68.34991805,1704.005,86.81907093,1704.005,108.2210017,1704.005,129.522221,1704.005,148.3072975
1704.505,-31.66984185,1704.505,-25.7170377,1704.505,-19.76428018,1704.505,-13.81148475,1704.505,-7.858297529,1704.505,-1.903571822,1704.505,4.056020629,1704.505,10.02955307,1704.505,16.04072525,1704.505,22.14926346,1704.505,28.49976062,1704.505,35.42166016,1704.505,43.58850544,1704.505,54.12852022,1704.505,68.3512096,1704.505,86.8214879,1704.505,108.2240948,1704.505,129.5249712,1704.505,148.3090989
1705.005,-31.66984185,1705.005,-25.7170377,1705.005,-19.76428018,1705.005,-13.81148475,1705.005,-7.858297529,1705.005,-1.903571822,1705.005,4.056020629,1705.005,10.02955308,1705.005,16.04072535,1705.005,22.14926425,1705.005,28.4997658,1705.005,35.42168908,1705.005,43.58863881,1705.005,54.12900318,1705.005,68.35249988,1705.005,86.82390256,1705.005,108.2271848,1705.005,129.527718,1705.005,148.3108977
1705.505,-31.66984185,1705.505,-25.7170377,1705.505,-19.76428018,1705.505,-13.81148475,1705.505,-7.858297529,1705.505,-1.903571822,1705.505,4.05602063,1705.505,10.02955309,1705.505,16.04072545,1705.505,22.14926504,1705.505,28.49977098,1705.505,35.42171795,1705.505,43.588772,1705.505,54.1294856,1705.505,68.35378889,1705.505,86.82631492,1705.505,108.2302715,1705.505,129.5304615,1705.505,148.3126937
1706.005,-31.66984185,1706.005,-25.7170377,1706.005,-19.76428018,1706.005,-13.81148475,1706.005,-7.858297529,1706.005,-1.903571822,1706.005,4.056020631,1706.005,10.0295531,1706.005,16.04072555,1706.005,22.14926582,1706.005,28.49977614,1706.005,35.42174678,1706.005,43.58890502,1706.005,54.12996748,1706.005,68.35507663,1706.005,86.82872498,1706.005,108.2333551,1706.005,129.5332017,1706.005,148.3144872
1706.505,-31.66984185,1706.505,-25.7170377,1706.505,-19.76428018,1706.505,-13.81148475,1706.505,-7.858297529,1706.505,-1.903571822,1706.505,4.056020632,1706.505,10.02955311,1706.505,16.04072565,1706.505,22.14926661,1706.505,28.49978129,1706.505,35.42177556,1706.505,43.58903786,1706.505,54.13044884,1706.505,68.35636312,1706.505,86.83113274,1706.505,108.2364354,1706.505,129.5359385,1706.505,148.3162779
1707.005,-31.66984185,1707.005,-25.7170377,1707.005,-19.76428018,1707.005,-13.81148475,1707.005,-7.858297529,1707.005,-1.903571822,1707.005,4.056020632,1707.005,10.02955312,1707.005,16.04072575,1707.005,22.14926739,1707.005,28.49978644,1707.005,35.4218043,1707.005,43.58917053,1707.005,54.13092965,1707.005,68.35764834,1707.005,86.83353821,1707.005,108.2395126,1707.005,129.5386719,1707.005,148.3180661
1707.505,-31.66984185,1707.505,-25.7170377,1707.505,-19.76428018,1707.505,-13.81148475,1707.505,-7.858297529,1707.505,-1.903571822,1707.505,4.056020633,1707.505,10.02955313,1707.505,16.04072585,1707.505,22.14926817,1707.505,28.49979157,1707.505,35.42183299,1707.505,43.58930302,1707.505,54.13140994,1707.505,68.3589323,1707.505,86.83594138,1707.505,108.2425866,1707.505,129.541402,1707.505,148.3198516
1708.005,-31.66984185,1708.005,-25.7170377,1708.005,-19.76428018,1708.005,-13.81148475,1708.005,-7.858297529,1708.005,-1.903571822,1708.005,4.056020634,1708.005,10.02955314,1708.005,16.04072595,1708.005,22.14926894,1708.005,28.49979669,1708.005,35.42186164,1708.005,43.58943533,1708.005,54.13188968,1708.005,68.36021499,1708.005,86.83834226,1708.005,108.2456573,1708.005,129.5441288,1708.005,148.3216345
1708.505,-31.66984185,1708.505,-25.7170377,1708.505,-19.76428018,1708.505,-13.81148475,1708.505,-7.858297529,1708.505,-1.903571822,1708.505,4.056020635,1708.505,10.02955315,1708.505,16.04072605,1708.505,22.14926972,1708.505,28.49980181,1708.505,35.42189024,1708.505,43.58956748,1708.505,54.1323689,1708.505,68.36149643,1708.505,86.84074085,1708.505,108.2487249,1708.505,129.5468523,1708.505,148.3234147
1709.005,-31.66984185,1709.005,-25.7170377,1709.005,-19.76428018,1709.005,-13.81148475,1709.005,-7.858297529,1709.005,-1.903571822,1709.005,4.056020635,1709.005,10.02955316,1709.005,16.04072615,1709.005,22.1492705,1709.005,28.49980691,1709.005,35.42191879,1709.005,43.58969945,1709.005,54.13284758,1709.005,68.36277661,1709.005,86.84313716,1709.005,108.2517893,1709.005,129.5495724,1709.005,148.3251923
1709.505,-31.66984185,1709.505,-25.7170377,1709.505,-19.76428018,1709.505,-13.81148475,1709.505,-7.858297529,1709.505,-1.903571822,1709.505,4.056020635,1709.505,10.02955317,1709.505,16.04072625,1709.505,22.14927127,1709.505,28.49981201,1709.505,35.4219473,1709.505,43.58983124,1709.505,54.13332574,1709.505,68.36405554,1709.505,86.84553117,1709.505,108.2548505,1709.505,129.5522892,1709.505,148.3269673
1710.005,-31.66984185,1710.005,-25.7170377,1710.005,-19.76428018,1710.005,-13.81148475,1710.005,-7.858297529,1710.005,-1.903571822,1710.005,4.056020636,1710.005,10.02955318,1710.005,16.04072635,1710.005,22.14927204,1710.005,28.4998171,1710.005,35.42197577,1710.005,43.58996286,1710.005,54.13380336,1710.005,68.36533321,1710.005,86.84792291,1710.005,108.2579086,1710.005,129.5550027,1710.005,148.3287396
1710.505,-31.66984185,1710.505,-25.7170377,1710.505,-19.76428018,1710.505,-13.81148475,1710.505,-7.858297529,1710.505,-1.903571822,1710.505,4.056020637,1710.505,10.02955319,1710.505,16.04072645,1710.505,22.14927281,1710.505,28.49982217,1710.505,35.42200419,1710.505,43.59009431,1710.505,54.13428045,1710.505,68.36660962,1710.505,86.85031236,1710.505,108.2609634,1710.505,129.5577129,1710.505,148.3305094
1711.005,-31.66984185,1711.005,-25.7170377,1711.005,-19.76428018,1711.005,-13.81148475,1711.005,-7.858297529,1711.005,-1.903571822,1711.005,4.056020638,1711.005,10.0295532,1711.005,16.04072655,1711.005,22.14927358,1711.005,28.49982724,1711.005,35.42203257,1711.005,43.59022559,1711.005,54.134757,1711.005,68.36788478,1711.005,86.85269953,1711.005,108.2640151,1711.005,129.5604198,1711.005,148.3322765
1711.505,-31.66984185,1711.505,-25.7170377,1711.505,-19.76428018,1711.505,-13.81148475,1711.505,-7.858297529,1711.505,-1.903571822,1711.505,4.056020638,1711.505,10.02955321,1711.505,16.04072664,1711.505,22.14927434,1711.505,28.4998323,1711.505,35.4220609,1711.505,43.59035669,1711.505,54.13523303,1711.505,68.36915869,1711.505,86.85508443,1711.505,108.2670637,1711.505,129.5631234,1711.505,148.334041
1712.005,-31.66984185,1712.005,-25.7170377,1712.005,-19.76428018,1712.005,-13.81148475,1712.005,-7.858297529,1712.005,-1.903571822,1712.005,4.056020639,1712.005,10.02955322,1712.005,16.04072674,1712.005,22.14927511,1712.005,28.49983735,1712.005,35.42208919,1712.005,43.59048762,1712.005,54.13570853,1712.005,68.37043135,1712.005,86.85746705,1712.005,108.270109,1712.005,129.5658236,1712.005,148.3358029
1712.505,-31.66984185,1712.505,-25.7170377,1712.505,-19.76428018,1712.505,-13.81148475,1712.505,-7.858297529,1712.505,-1.903571822,1712.505,4.05602064,1712.505,10.02955323,1712.505,16.04072684,1712.505,22.14927587,1712.505,28.49984239,1712.505,35.42211743,1712.505,43.59061838,1712.505,54.13618351,1712.505,68.37170276,1712.505,86.8598474,1712.505,108.2731513,1712.505,129.5685206,1712.505,148.3375623
1713.005,-31.66984185,1713.005,-25.7170377,1713.005,-19.76428018,1713.005,-13.81148475,1713.005,-7.858297529,1713.005,-1.903571822,1713.005,4.05602064,1713.005,10.02955324,1713.005,16.04072694,1713.005,22.14927663,1713.005,28.49984742,1713.005,35.42214563,1713.005,43.59074896,1713.005,54.13665795,1713.005,68.37297292,1713.005,86.86222547,1713.005,108.2761903,1713.005,129.5712143,1713.005,148.339319
1713.505,-31.66984185,1713.505,-25.7170377,1713.505,-19.76428018,1713.505,-13.81148475,1713.505,-7.858297529,1713.505,-1.903571822,1713.505,4.056020641,1713.505,10.02955325,1713.505,16.04072703,1713.505,22.14927739,1713.505,28.49985244,1713.505,35.42217379,1713.505,43.59087937,1713.505,54.13713187,1713.505,68.37424184,1713.505,86.86460128,1713.505,108.2792262,1713.505,129.5739047,1713.505,148.3410731
1714.005,-31.66984185,1714.005,-25.7170377,1714.005,-19.76428018,1714.005,-13.81148475,1714.005,-7.858297529,1714.005,-1.903571822,1714.005,4.056020641,1714.005,10.02955326,1714.005,16.04072713,1714.005,22.14927815,1714.005,28.49985745,1714.005,35.4222019,1714.005,43.59100962,1714.005,54.13760526,1714.005,68.3755095,1714.005,86.86697482,1714.005,108.2822589,1714.005,129.5765918,1714.005,148.3428246
1714.505,-31.66984185,1714.505,-25.7170377,1714.505,-19.76428018,1714.505,-13.81148475,1714.505,-7.858297529,1714.505,-1.903571822,1714.505,4.056020642,1714.505,10.02955327,1714.505,16.04072723,1714.505,22.14927891,1714.505,28.49986245,1714.505,35.42222996,1714.505,43.59113969,1714.505,54.13807812,1714.505,68.37677592,1714.505,86.86934609,1714.505,108.2852885,1714.505,129.5792757,1714.505,148.3445736
1715.005,-31.66984185,1715.005,-25.7170377,1715.005,-19.76428018,1715.005,-13.81148475,1715.005,-7.858297529,1715.005,-1.903571822,1715.005,4.056020643,1715.005,10.02955328,1715.005,16.04072732,1715.005,22.14927966,1715.005,28.49986744,1715.005,35.42225798,1715.005,43.59126959,1715.005,54.13855046,1715.005,68.3780411,1715.005,86.87171511,1715.005,108.288315,1715.005,129.5819562,1715.005,148.3463199
1715.505,-31.66984185,1715.505,-25.7170377,1715.505,-19.76428018,1715.505,-13.81148475,1715.505,-7.858297529,1715.505,-1.903571822,1715.505,4.056020643,1715.505,10.02955329,1715.505,16.04072742,1715.505,22.14928041,1715.505,28.49987243,1715.505,35.42228596,1715.505,43.59139931,1715.505,54.13902228,1715.505,68.37930504,1715.505,86.87408186,1715.505,108.2913383,1715.505,129.5846335,1715.505,148.3480637
1716.005,-31.66984185,1716.005,-25.7170377,1716.005,-19.76428018,1716.005,-13.81148475,1716.005,-7.858297529,1716.005,-1.903571822,1716.005,4.056020644,1716.005,10.0295533,1716.005,16.04072751,1716.005,22.14928117,1716.005,28.4998774,1716.005,35.4223139,1716.005,43.59152887,1716.005,54.13949357,1716.005,68.38056773,1716.005,86.87644635,1716.005,108.2943585,1716.005,129.5873075,1716.005,148.3498049
1716.505,-31.66984185,1716.505,-25.7170377,1716.505,-19.76428018,1716.505,-13.81148475,1716.505,-7.858297529,1716.505,-1.903571822,1716.505,4.056020645,1716.505,10.02955331,1716.505,16.04072761,1716.505,22.14928192,1716.505,28.49988237,1716.505,35.42234179,1716.505,43.59165826,1716.505,54.13996433,1716.505,68.38182919,1716.505,86.87880859,1716.505,108.2973755,1716.505,129.5899783,1716.505,148.3515436
1717.005,-31.66984185,1717.005,-25.7170377,1717.005,-19.76428018,1717.005,-13.81148475,1717.005,-7.858297529,1717.005,-1.903571822,1717.005,4.056020645,1717.005,10.02955332,1717.005,16.0407277,1717.005,22.14928266,1717.005,28.49988732,1717.005,35.42236963,1717.005,43.59178747,1717.005,54.14043457,1717.005,68.3830894,1717.005,86.88116857,1717.005,108.3003894,1717.005,129.5926458,1717.005,148.3532797
1717.505,-31.66984185,1717.505,-25.7170377,1717.505,-19.76428018,1717.505,-13.81148475,1717.505,-7.858297529,1717.505,-1.903571822,1717.505,4.056020646,1717.505,10.02955333,1717.505,16.0407278,1717.505,22.14928341,1717.505,28.49989227,1717.505,35.42239743,1717.505,43.59191652,1717.505,54.14090429,1717.505,68.38434838,1717.505,86.8835263,1717.505,108.3034002,1717.505,129.59531,1717.505,148.3550132
1718.005,-31.66984185,1718.005,-25.7170377,1718.005,-19.76428018,1718.005,-13.81148475,1718.005,-7.858297529,1718.005,-1.903571822,1718.005,4.056020646,1718.005,10.02955334,1718.005,16.04072789,1718.005,22.14928416,1718.005,28.4998972,1718.005,35.42242519,1718.005,43.5920454,1718.005,54.14137349,1718.005,68.38560612,1718.005,86.88588178,1718.005,108.3064078,1718.005,129.597971,1718.005,148.3567441
1718.505,-31.66984185,1718.505,-25.7170377,1718.505,-19.76428018,1718.505,-13.81148475,1718.505,-7.858297529,1718.505,-1.903571822,1718.505,4.056020647,1718.505,10.02955335,1718.505,16.04072799,1718.505,22.1492849,1718.505,28.49990213,1718.505,35.42245291,1718.505,43.5921741,1718.505,54.14184217,1718.505,68.38686262,1718.505,86.88823501,1718.505,108.3094123,1718.505,129.6006287,1718.505,148.3584725
1719.005,-31.66984185,1719.005,-25.7170377,1719.005,-19.76428018,1719.005,-13.81148475,1719.005,-7.858297529,1719.005,-1.903571822,1719.005,4.056020647,1719.005,10.02955336,1719.005,16.04072808,1719.005,22.14928564,1719.005,28.49990705,1719.005,35.42248058,1719.005,43.59230264,1719.005,54.14231032,1719.005,68.38811789,1719.005,86.89058599,1719.005,108.3124137,1719.005,129.6032832,1719.005,148.3601984
1719.505,-31.66984185,1719.505,-25.7170377,1719.505,-19.76428018,1719.505,-13.81148475,1719.505,-7.858297529,1719.505,-1.903571822,1719.505,4.056020648,1719.505,10.02955337,1719.505,16.04072818,1719.505,22.14928638,1719.505,28.49991196,1719.505,35.42250821,1719.505,43.59243101,1719.505,54.14277796,1719.505,68.38937193,1719.505,86.89293473,1719.505,108.315412,1719.505,129.6059344,1719.505,148.3619217
1720.005,-31.66984185,1720.005,-25.7170377,1720.005,-19.76428018,1720.005,-13.81148475,1720.005,-7.858297529,1720.005,-1.903571822,1720.005,4.056020649,1720.005,10.02955338,1720.005,16.04072827,1720.005,22.14928712,1720.005,28.49991686,1720.005,35.42253579,1720.005,43.5925592,1720.005,54.14324507,1720.005,68.39062473,1720.005,86.89528123,1720.005,108.3184072,1720.005,129.6085824,1720.005,148.3636424
1720.505,-31.66984185,1720.505,-25.7170377,1720.505,-19.76428018,1720.505,-13.81148475,1720.505,-7.858297529,1720.505,-1.903571822,1720.505,4.056020649,1720.505,10.02955339,1720.505,16.04072837,1720.505,22.14928786,1720.505,28.49992175,1720.505,35.42256333,1720.505,43.59268723,1720.505,54.14371167,1720.505,68.39187631,1720.505,86.89762548,1720.505,108.3213993,1720.505,129.6112272,1720.505,148.3653606
1721.005,-31.66984185,1721.005,-25.7170377,1721.005,-19.76428018,1721.005,-13.81148475,1721.005,-7.858297529,1721.005,-1.903571822,1721.005,4.05602065,1721.005,10.02955339,1721.005,16.04072846,1721.005,22.14928859,1721.005,28.49992664,1721.005,35.42259083,1721.005,43.5928151,1721.005,54.14417774,1721.005,68.39312665,1721.005,86.8999675,1721.005,108.3243882,1721.005,129.6138688,1721.005,148.3670763
1721.505,-31.66984185,1721.505,-25.7170377,1721.505,-19.76428018,1721.505,-13.81148475,1721.505,-7.858297529,1721.505,-1.903571822,1721.505,4.056020651,1721.505,10.0295534,1721.505,16.04072855,1721.505,22.14928933,1721.505,28.49993151,1721.505,35.42261829,1721.505,43.59294279,1721.505,54.1446433,1721.505,68.39437577,1721.505,86.90230728,1721.505,108.3273741,1721.505,129.6165071,1721.505,148.3687894
1722.005,-31.66984185,1722.005,-25.7170377,1722.005,-19.76428018,1722.005,-13.81148475,1722.005,-7.858297529,1722.005,-1.903571822,1722.005,4.056020651,1722.005,10.02955341,1722.005,16.04072864,1722.005,22.14929006,1722.005,28.49993637,1722.005,35.4226457,1722.005,43.59307031,1722.005,54.14510834,1722.005,68.39562365,1722.005,86.90464483,1722.005,108.3303568,1722.005,129.6191422,1722.005,148.3705
1722.505,-31.66984185,1722.505,-25.7170377,1722.505,-19.76428018,1722.505,-13.81148475,1722.505,-7.858297529,1722.505,-1.903571822,1722.505,4.056020652,1722.505,10.02955342,1722.505,16.04072874,1722.505,22.14929079,1722.505,28.49994123,1722.505,35.42267307,1722.505,43.59319767,1722.505,54.14557286,1722.505,68.39687032,1722.505,86.90698015,1722.505,108.3333365,1722.505,129.6217741,1722.505,148.3722081
1723.005,-31.66984185,1723.005,-25.7170377,1723.005,-19.76428018,1723.005,-13.81148475,1723.005,-7.858297529,1723.005,-1.903571822,1723.005,4.056020652,1723.005,10.02955343,1723.005,16.04072883,1723.005,22.14929152,1723.005,28.49994607,1723.005,35.42270039,1723.005,43.59332486,1723.005,54.14603687,1723.005,68.39811575,1723.005,86.90931323,1723.005,108.336313,1723.005,129.6244027,1723.005,148.3739137
1723.505,-31.66984185,1723.505,-25.7170377,1723.505,-19.76428018,1723.505,-13.81148475,1723.505,-7.858297529,1723.505,-1.903571822,1723.505,4.056020653,1723.505,10.02955344,1723.505,16.04072892,1723.505,22.14929224,1723.505,28.49995091,1723.505,35.42272767,1723.505,43.59345188,1723.505,54.14650036,1723.505,68.39935996,1723.505,86.91164409,1723.505,108.3392865,1723.505,129.6270282,1723.505,148.3756167
